summary,Category
kompascom  calon lawan indonesia di fase grup piala dunia u  panama meraih kemenangan telak atas bhayangkara fc u dalam uji coba terakhir sebelum turnamen skuad u panama telah tiba di indonesia sepekan menjelang piala dunia u  sebelum tampil pada piala dunia u  indonesia panama sempat melakoni laga uji coba melawan tim bhayangkara fc u laga uji coba panama u vs bhayangkara fc u tersebut digelar di lapangan universitas negeri surabaya pada sabtu  baca juga hasil drawing piala dunia u  indonesia grup a bersama ekuador maroko dan panama bertanding dalam laga x menit timnas u panama yang dilatih mike stump berhasil mengalahkan bhayangkara fc u dengan skor  striker hector rios sukses mencetak hattrick alias tiga gol sementara itu frederick krug dan jael pierre samasama memborong dua gol adapun tiga gol panama lainnya dibukukan oleh anel ryce kevin walder  dan eric moreno ini adalah pertandingan yang penting untuk mencapai laga pertama piala dunia u dengan performa terbaik kata kevin walder dikutip dari laman resmi federasi sepak bola panama fepafut tim bermain secara tenang kami mampu melakukan apa yang diminta oleh pelatih imbuh penyerang yang bermain untuk klub cd plaza amador tersebut ¡último ensayo  la selección panamásub  disputó hoy su último amistoso previo a su debut en el próximo mundial sub  en indonesia  aquí los detalles de su fogueo  el equipo sub del bhayangkarafcid  nota  httpstcofopvrnntodossomospanamá  pictwittercomqmxtfxxiv baca juga piala dunia u   timnas panama tiba di surabaya pertandingan melawan bhayangkara fc u menjadi laga uji coba terakhir panama sebelum tampil pada piala dunia u  adapun panama merupakan salah satu calon lawan indonesia pada babak penyisihan grup a sebagai informasi grup a piala dunia u  dihuni oleh tuan rumah indonesia bersama panama ekuador dan maroko pada matchday pertama grup a panama akan melawan maroko di stadion gelora bung tomo surabaya pada jumat  pukul  wib sementara itu pada hari yang sama juga di gelora bung tomo indonesia akan menghadapi ekuador pada pukul  wib,Sports
kompascom – menteri pemuda dan olahraga menpora dito ariotedjo menjadi pembicara dalam kongres dunia tafisa  kongres tafisa  berlangsung di dusseldof jerman pada sabtu  dalam kesempatan itu dito ariotedjo memaparkan mengenai program pepelingasih pemuda peduli lingkungan asri dan bersih menurut dito ariotedjo program pepelingasih merupakan bagaimana cara olahraga bisa menjadi alat mengatasi perubahan iklim di kemenpora ada program pepelingasih pemuda peduli lingkungan asri dan bersih” kata dito dalam rilis yang diterima kompascom baca juga menpora umumkan final dbl dki jakarta digelar di indonesia arena  “ini adalah program yang digerakkan oleh pemuda untuk mengakomodasi dan mendorong generasi muda di indonesia dalam mendukung tantangan mitigasi krisis iklim” ujar menpora dito pria berumur  tahun itu mengatakan strategi berbasis komunitas memiliki peran penting dalam mewujudkan olaharga sebagai alat perubahan iklim adanya komunitas akan mendorong partisipasi pemuda dalam proses pengambilan kebijakan soal iklim lewat olahraga kolaborasi dengan komunitas menjadi sangat penting dan mendorong partisipasi pemuda yang lebih tinggi dalam bekerja sama dalam proses pengambilan kebijakan mitigasi krisis iklim di masa depan” ujar menpora dito baca juga dari jkt  hingga komunitas sosial menpora dito ariotedjo ajak semua generasi dalam meriahkan hsp ke “kemudian penciptaan kebijakan terkait perubahan iklim yang lebih berdampak karena didirikan berdasarkan aspirasi masyarakat setempat yang mengalami langsung krisis tersebut” tambahnya dito ariotedjo menjelaskan olahraga sudah menjadi bagian yang tak terpisahkan dari masyarakat indonesia kemenpora pun sudah bekerja sama dengan komite olahraga masyarakat indonesia kormi dalam rangka pembinaan olahraga beberapa program olahraga seperti festival olahraga rekreasi masyarakat indonesia fornas  tafisa world walking day wwd kejuaraan antar kampung tarkam padel hingga grand fondo new york  sukses terlaksana baca juga menpora melepas  atlet untuk asian paragames  kementerian pemuda dan olahraga republik indonesia dalam hal ini bekerja sama dengan komite olahraga masyarakat indonesia kormi untuk membina olahraga untuk semua di indonesia” ujar menpora dito,Sports
kompascom  lantian juan sukses memborong dua gelar juara pada kejuaraan motocross trial game dirt  usai menyisihkan para pesaingnya dalam seri penutup yang berlangsung di sirkuit rampal kota malang jumat  dan sabtu  kemarin ia menjadi juara kelas free for all ffa dan campuran open dua gelar tersebut menjadikannya keluar sebagai juara umum setelah diselenggarakan sebanyak enam seri di enam kota yakni solo lumajang purwokerto magelang dan malang menurut dia seri malang ini menjadi yang paling menantang track sepanjang  meter didesain dengan level kesulitan tinggi ditambah dengan cuaca ekstrem yang berubahubah di seri final ini cukup sulit untuk ditaklukkan karena kondisi hujan tanahnya keras seperti aspal jadinya licin saya sangat kesulitan ujar crosser asal kediri tersebut saya bersyukur kemarin saat sirkuit kering saya masih bisa lebih baik hari ini cukup jelek imbuhnya baca juga trial game dirt  malang crosser diuji cuaca dan rintangan menantang di seri penutup ini lantian juan sukses tampil menjadi yang tercepat di kelas ffa dengan total waktu  disusul crosser asal boyolali asep lukman dengan total waktu  adapun posisi ketiga crosser asal aceh m excel meraih total waktu  hasil race ini mengukuhkannya sebagai juara umum trial game dirt  kelas ffa dengan  poin kemudian asep lukman  poin sebagai runner up dan ivan harry  poin di posisi ketiga di kelas campuran open crosser berusia  tahun tersebut bersaing sengit dan finis di posisi ketiga dengan total waktu  ia kalah dari crosser asal aceh m excel yang mencatatkan waktu tercepat  dan ananda rigi aditya dengan total waktu  yang jadi masalah terlalu licin saya kurang pede dan mengamankan poin saja intinya satu semangat jaga fisik jaga latihan” ucapnya menanggapi ketertinggalannya di race seri malang baca juga malang bakal jadi saksi adu crosser nasional di seri trial game dirt  tambahan poin dari posisi ketiga ini cukup untuk menasbihkannya menjadi juara dengan total  poin dari enam seri di posisi kedua ada asep lukman yang mengantongi  poin dan m excel di posisi ketiga dengan  poin  sementara itu di kelas ketiga ffa master crosser asal malang daniel tangka berhasil menjadi yang tercepat dengan  posisi kedua hanya berjarak sepersekian detik djohan irawan dengan total waktu  posisi ketiga ditempati doni grizz mengisi posisi tiga dengan total waktu,Sports
kompascom  atlet taekwondo indonesia ni kadek heni mempersembahkan medali emas di kompetisi th combaxx asian open taekwondo championship  di islamabad pakistan  ni kadek heni menjadi juara di kelas  kg putri usai mengalahkan atlet nepal anjali tamang dengan skor  dalam ajang yang berlangsung pada  november   “senang dan bangga bisa menyumbang emas untuk indonesia semoga bisa berbuat lebih banyak lagi di eventevent selanjutnya“ kata heni dalam rilis yang diterima kompascom  keberhasilan ni kadek heni tidak hanya mencerminkan kerja kerasnya tetapi juga dedikasi tim pelatih dan dukungan penuh dari negara baca juga gelar kualifikasi pon  taekwondo indonesia harap muncul bibit baru prestasi ini memupuk semangat juang olahraga taekwondo di indonesia dan menjadi inspirasi bagi generasi muda untuk mengejar mimpi mereka adapun ketua umum pengurus besar taekwondo indonesia pb ti letjen tni richard tampubolon mengapresiasi pencapaian ni kadek heni  kami pb ti bangga dengan pencapaian yang telah diraih oleh atlet kami ni kadek yang berhasil meraih emas di combaxx asian open taekwondo championship  kata richard  richard berharap keberhasilan ni kadek heni menjadi pelecut semangat para taekwondoin merah putih yang masih bertanding  baca juga termasuk  emas indonesia raih  medali di kejuaraan taekwondo asean  kami masih memiliki beberapa potensi lainnya karna masih ada wakilwakil indonesia yang bertanding ungkap richard semoga torehan ini dapat melecut semangat taekwondoin indonesia lainnya agar indonesia raya bisa berkumandang dengan lantang di pakistan” ujarnya,Sports
kompascom  peserta kompetisi atletik pelajar terbesar di tanah air energen champion sac indonesia  dki jakartabanten qualifiers mengalami peningkatan  sac student athletics championship indonesia  dki jakartabanten qualifiers digelar di stadion atletik rawamangun jakarta pada  november   sebanyak  pelajar tingkat sd smp hingga smasederajat dari  sekolah di kotakabupaten provinsi dki jakarta dan banten berpartisipasi  jumlah itu meningkat  persen dari tahun lalu yang diikuti  siswa begitu juga dengan jumlah sekolah yang mengirimkan delegasinya tumbuh  persen dari total  sekolah musim lalu   baca juga champion sac indonesia  di kupang lahirkan bibit potensial  ketua pengprov pasi persaturan atletik seluruh donesia dki jakarta mustara musa menyambut baik animo peserta dan sekolah pada sac indonesia   hal ini selaras dengan agenda pb pasi untuk mencari talenta muda yang bisa disiapkan untuk bersaing ke jenjang berikutnya  kompetisi ini berhasil menarik minat anakanak kalangan pelajar untuk merasakan pengalaman berkompetisi di atletik semoga dapat terus rutin diselenggarakan tiap tahunnya kata mustara dalam rilis yang diterima kompascom  agar bisa jadi tolok ukur bagi para pelajar dan pelatih untuk terus meningkatkan performa tidak ada kata lain kalau kita ingin memajukan pembinaan atletik itu harus dengan kompetisi ungkapnya  baca juga babak kualifikasi sac  di sumatera utara cetak rekor kompetisi dapat memaksimalkan potensi diri dan memacu anak untuk latihan kembali terutama untuk turnamen yang akan datang ucap mustara musa menambahkan  seperti tahun sebelumnya sac indonesia  dki jakartabanten qualifiers mempertandingkan lima main event yakni sprint lari jarak pendek middle distance lari jarak menengah relay lari estafet long jump lompat jauh dan shot put tolak peluru untuk tingkat sd juga diperlombakan kids athletics   persaingan sengit langsung tersaji pada hari pertama jumat  meski digelar di dki jakarta para peserta dari banten tak mau kalah bersaing delegasi dari sman  kota tangerang memiliki wakil yang patut diperhitungkan pada nomor lompat jauh putriyakni pepry delilah baca juga presiden jokowi apresiasi ajang sac indonesia atletik jadi percontohan siswa kelas xi  ini berhasil naik podium juara dengan lompatan terbaik  meter padahal ini merupakan ajang pertama bagi pepry senang banget memang dari awal sudah ambisi harus bisa naik podium karena dari tahun kemarin ingin sekali ikut tapi ada kendala ungkap pepry usai lomba perjuangan pepry untuk menghuni podium pertama tentunya tak mudah bahkan ia datang ke stadion atletik rawamangun seorang diri tanpa ditemani pelatih dan orang tua,Sports
kompascom  pebalap astra honda racing team ahrt rheza danica ahrens berhasil meraih podium kedua dalam race pertama seri kelima asia road racing championship arrc  di kelas asia production cc ap yang digelar di zhuhai international circuit china pada sabtu  hasil ini mengukuhkan posisi  besar klasemen untuk ahrt dengan rheza bersama veda ega pratama dan herjun atna firdaus mendominasi salah satunya pasti menjadi juara ap balapan arrc di zhuhai china menjadi kesempatan bagi para pebalap yang didukung oleh pt astra honda motor ahm untuk meraih prestasi tertinggi rheza bersama rekan setimnya veda dan herjun tampil dengan determinasi tinggi sepanjang balapan dalam sesi kualifikasi kelas ap veda mencatatkan waktu tercepat  menit  detik dan menempati posisi pertama sementara rheza dan herjun memulai balapan dari posisi keempat dan kelima dengan waktu  menit  detik dan  menit  detik baca juga veda cahaya indonesia di mandalika atasi perlawanan pebalap jepang rheza mengalami kesulitan awalnya dengan  turun ke posisi ketujuh tetapi determinasinya berhasil mengangkat posisinya ke peringkat kedua kedua setelah perlawanan ketat dalam beberapa lap terakhir rheza ahrens mengungkapkan rasa sukacita atas pencapaiannya sambil mengucapkan terima kasih kepada tim yang telah bekerja keras dan berjanji untuk meningkatkan penampilannya di balapan berikutnya alhamdullillah race pertama ini memberikan hasil baik buat saya dan astra honda ujar rheza yang pasti menguatkan kepercayaan diri saya untuk tampil semakin baik di race berikutnya terima kasih sekali untuk team yang sudah bekerja keras untuk menberikan motor terbaik untuk saya di pertarungan yang sangat ketat hari ini saya masih bisa terus bersaing di top group dan semoga race kedua besok bisa kembali lebih baik lagi lanjut rheza baca juga veda ega menangi race  atc mandalika  pastikan double winner veda memimpin sepanjang balapan dengan jarak signifikan tetapi harus menghadapi hukuman ride through dan finis keenam herjun mengalami kecelakaan di tikungan terakhir pada lap kedua sementara itu veda yang tidak naik podium tetap penuh semangat dan bertekad untuk meraih kemenangan di race kedua ia juga meminta dukungan dari pecinta balap indonesia saya sangat menikmati balapan di china ini meskipun tidak naik podium di race pertama saya fokus untuk memberikan penampilan terbaik saya meskipun saya harus menjalani pinalti saya sudah memiliki gambaran tentang sirkuit zhuhai ini dan akan berusaha untuk raih juara di race dua besok katanya mohon dukungannya pecinta balap indonesia untuk bisa memberikan hasil terbaik lanjut veda berkat hasil ini ahrt memiliki kendali atas klasemen ap dengan rheza memimpin lewat catatan  poin diikuti herjun dengan  poin dan veda dengan  poin di kelas supersport cc ss pebalap ahrt adenanta putra finis pada posisi ke setelah balapan yang penuh persaingan sementara itu pada kelas asia superbike cc andi farid izdihar yang mewakili honda asiadream racing finis keempat setelah bersaing ketat di rombongan terdepan balapan kedua seri kelima arrc di zhuhai china akan berlangsung pada minggu  november  dengan kelas ap pada pukul  wib dan kelas ss pada pukul  wib,Sports
kompascom  hari pertama ajang trial game dirt  seri keenam di sirkuit lapangan rampal kota malang jawa timur jumat  berlangsung seru dan menegangkan perubahan cuaca yang ekstrem membuat lintasan halang rintang sepanjang  meter menjadi lebih menantang pada pagi sampai siang cuaca cukup terik lalu disusul dengan sedikit mendung namun menjelang sore tampak awan lebih pekat dengan tanda akan turun hujan perubahan cuaca yang mendadak membuat para crosser harus lihai mengatur siasat sebab setelan motor yang tidak sesuai dengan cuaca dan kondisi lintasan tentu bisa menjadi penghambat besar baca juga malang bakal jadi saksi adu crosser nasional di seri trial game dirt  terlebih seri pamungkas ini memang didesain dengan kesulitan paling tinggi jika dibandingkan dengan lima seri sebelumnya halang rintang yang dusuguhkan meliputi double car jump jumpingan patah giant table top titian kobra jumpingan kurma royal serta paling anyar jumping tong pada hari pertama seri keenam trial game dirt ini terdapat tiga kelas yang melakukan race yaitu free for all ffa campuran open dan campuran non seeded pada kelas utama ffa lantian juan berhasil meraih total waktu tercepat di heat  dan heat  yaitu  menit  detik catatan itu disusul oleh pebalap asep lukman di posisi kedua dengan raihan waktu  menit  detik dan crosser asal lamongan ananda rigi aditya mencatatkan total waktu  menit  detik lantian juan juga berjaya di kelas utama campuran open dengan catatan waktu  menit  detik dari heat  dan heat  asep lukman lagilagi harus puas di posisi kedua dengan waktu  sementara posisi ketiga dihuni oleh m excel dengan torehan waktu  sedangkan di kelas campuran non seeded crosser aksa firma menjadi yang tercepat dengan catatan waktu terbaik di heat  dan heat   ia diikuti oleh javier bhagawanta dengan catatan waktu  sementara alif tantowi menduduki posisi ketiga dengan catatan  kerasnya persaingan di seri pamungkas ini diakui oleh ivan harry crosser yang tampil di kelas utama ffa dan campuran open tersebut mengungkapkan kondisi lintasan susahsusah gampang untuk di taklukkan,Sports
kompascom  indonesia tengah menjadi incaran organisasiorganisasi mixed martial arts mma atau seni bela diri campuran terbesar dunia ufc ultimate fighting championship dijadwalkan menggelar pertarungan pada tahun depan sementara pfl professional fighting league juga diutarakan ingin melebarkan sayap ke tanah air rencana ufc diungkapkan oleh menteri pemuda dan olahraga dito ariotedjo yang menyebut bahwa indonesia arena akan jadi tuan rumah ajang ufc pada  menpora sendiri mengutarakan hal tersebut usai menjamu senior vice president ufc kevin chang dan vice president operations leanne chu pada senin  insya allah ufc akan menggelar di indonesia di awal tahun  ujar menpora dito di situs resmi menpora namun rencana tersebut diundur ke september  untuk menyesuaikan dengan kalender ufc ketertarikan organisasi pimpinan dana white tersebut bukan tanpa sebab baca juga jelang debut ufc jeka saragih bicara perbaikan di ground fighting perwakilan mola mirwan suwarso sebagai pemegang hak siar ufc di tanah air sejak tiga tahun terakhir memang mengutarakan besarnya animo masyarakat terhadap olahraga tersebut saya bisa jawab dengan kuantitatif ujar mirwan secara eksklusif kepada kompascom pada akhir oktober masyarakat kita makin gemar terutama kalau ada petarungpetarung tertentu seperti khamzat chimaev islam makhachev kamaru usman israel adesanya minatnya dari tahun ketiga kami menayangkan ufc di indonesia makin besar  tak hanya itu mirwan juga menyinggung soal bermunculannya podcastpodcast di tanah air yang membicarakan ufc mola sendiri tak hanya mendukung olahraga mma sebagai pemegang hak siar ufc mereka juga telah membangun mma fight academy di san diego amerika serikat yang menjadi tempat latihan bagi bakatbakat terbaik tanah air untuk mengembangkan diri di bawah bimbingan petarungpetarung luar negeri jeka saragih orang indonesia pertama yang mendapat kontrak ufc kini tengah berlatih bersama beberapa petarung mma terbaik tanah air di sasana tersebut kami bangga mendukung jeka dan temanteman dari indonesia yang lain untuk bisa menggali potensi terbaik mereka ujarnya oleh karena itu kami membangun mma fight academy yang bisa menaungi petarungpetarung indonesia yang memiliki kemampuan untuk berkembang,Sports
kompascom  petarung mixed martial artsseni bela diri campuran asal indonesia jeka saragih berbicara mengenai perkembangannya sebagai seorang petarung dan individu selama satu tahun terakhir sejak menorehkan kemenangan impresif di road to ufc pada oktober  jeka saragih menjalani setahun penuh petualangan sejak bergabung di road to ufc ia secara impresif mengalahkan petarung korea selatan kiwon bin di babak semifinal pada oktober  petarung asal simalungun sumatera utara itu harus mengakui ketangguhan anshul jubli india pada babak final di ufc apex las vegas nevada amerika serikat pada februari  kendati kalah jeka tetap mendapatkan kontrak lima laga bersama ufc baca juga debut jeka saragih di ufc bulan depan lawan petarung amerika serikat  setelah tertunda dari juni jeka saragih akan melakoni debutnya di ufc pada minggu pagi hari  wib petarung asal simalungun sumatera utara itu pada awalnya diplot melawan jesse butler yang juga samasama baru merintis karier di ufc namun buttler mengalami cedera sehingga tim jeka sempat mencari lawan baru untuk ajang ufc fight night tersebut petarung mma asal irlandia utara paul hughes yang merupakan juara cage warriors mengutarakan niatnya untuk menghadapi jeka ufc kemudian mengutarakan jeka akan menghadapi charlie the cannibal campbell akan tetapi rencana duel itu pun batal setelah campbell menarik diri karena tak bisa turun ke  pon alias ke kelas bulu untuk laga nanti  menjalani setahun penuh naik turun jeka pun menceritakan perjalanan selama  bulan terakhir tersebut terutama setelah kekalahan menyakitkan lawan jubli kemarin melawan india itu aku yang bodoh ujarnya secara eksklusif kepada kompascom lewat sambungan telewicara langsung dari san diego amerika serikat jeka pun mengaku terus berupaya membenahi satu sisi permainannya yang banyak dapat sorotan perubahan yang saya alami sampai saat ini adalah saya sudah bisa mengikuti ground fighting tuturnya baca juga eksklusif road to ufc jeka menginspirasi petarung indonesia siap berjaya di luar negeri,Sports
kompascom  sean gelael yang baru merayakan ulang tahunnya yang ke pada  november bertekad menutup musim fia world endurance championship  dengan kebahagiaan balapan pamungkas fia wec  akan berlangsung di bahrain international circuit dalam event bertajuk  hours of bahrain pada kamis  sampai sabtu  sean bersama dengan rekan setimnya ferdinand habsburg dan robin frinjs sudah tidak lagi terlibat perburuan titel kelas lmp sehingga bisa tampil lepas belum lagi mereka membawa modal bagus dengan naik podium pada putaran sebelumnya di fuji jepang tahun lalu sean dkk bahkan berhasil menaklukkan sirkuit bahrain ini dengan menduduki puncak podium kami ingin mengakhiri musim dengan manis tapi sebelum itu saya juga mengucapkan terima kasih atas doa yang disampaikan pada hari ulang tahun saya ujar sean dalam rilis yang diterima kompascom baca juga danau toba rally  saran sean berbuah manis bagi ricardo gelael team wrt  saat ini berada di posisi enam klasemen lmp dengan nilai  bila dibutuhkan tentu mereka akan menopang sesama tim wrt nomor  untuk menjadi juara saat ini wrt  memimpin klasemen dengan  angka disusul dua poin ketat milik dua tim di posisi dua dan tiga inter europol competition  dengan  angka dan united autosports  dengan  poin yang masih tersedia untuk diperebutkan di bahrain adalah  bagi frinjs target balapan ini bukan sekadar membantu wrt  ini adalah balapan terakhir dan sekaligus perpisahan kelas lmp dan kami ingin menjadi pemenangnya ungkap pebalap belanda itu race  hours of bahrain yang disponsori kfc pertamina pertamax turbo dan mypertamina dan bni disiarkan langsung oleh kanal youtube kuy entertainment dan seangelaelcom pada sabtu  dengan start pukul  wib jadwal  hours of bahrain jumat  november wib free practice  wib qualifying lmp sabtu  november wib race  hours of bahrain,Sports
kompascom  bima sakti meminta masyarakat untuk mendukung tim nasional indonesia di semua level termasuk timnas u yang akan segera berjuang pada piala dunia u  timnas u indonesia tinggal menghitung hari untuk berlaga pada turnamen bergengsi piala dunia u  piala dunia u  bakal digelar di indonesia pada  november sampai dengan  desember  baca juga menerka kekuatan timnas u indonesia dan peserta grup a piala dunia u   dari  tim yang akan tampil pada piala dunia u  indonesia menjadi satusatunya tim debutan meski di level junior piala dunia u  menjadi kesempatan bagi skuad garuda muda untuk merasakan atmosfer kompetisi tingkat tinggi antusiasme itu dirasakan di negara ini masyarakat mencintai tim nasional dan mereka ingin melihat tim nasional tampil dengan baik kata bima dalam wawancara dengan fifa barubaru ini kami paham terkadang kritik muncul karena publik memiliki ekspektasi yang tinggi yang terpenting adalah kami melihat ini sebagai sesuatu yang positif sebagai motivasi imbuh mantan gelandang timnas indonesia tersebut baca juga jadwal timnas u indonesia di grup a piala dunia u  perdana vs ekuador berdasarkan hasil undian babak penyisihan indonesia masuk grup a bersama ekuador panama dan maroko skuad garuda muda di bawah asuhan bima sakti akan memainkan lagalaga fase grup di stadion gelora bung tomo surabaya di level u atau senior negaranegara dengan sepak bola yang sangat maju memiliki pemain yang telah berpengalaman di kompetisi top namun di usia muda seperti di kategori u kita tidak boleh berasumsi bahwa timtim seperti ekuador panama dan maroko tidak setangguh raksasaraksasa sepak bola tersebut kata bima soal persaingan di grup a baca juga piala dunia u  skuad spanyol tiba latihan di bali sebelum pindah ke solo anak asuh bima sakti bakal memulai perjuangan di piala dunia u  dengan melawan ekuador jumat  malam wib bima pun meminta masyarakat untuk mendukung tim nasional indonesia di semua level termasuk timnas u yang akan tampil pada piala dunia u  harapannya masyarakat terus mendukung tim nasional di semua level semoga setelah piala dunia ini para pemain ini akan menjadi fondasi di levellevel berikutnya termasuk tim u u dan u dan pada akhirnya tim nasional senior kata bima sakti mengakhiri,Sports
kompascom  rangkaian liga basket pelajar terbesar seri ibu kota honda dbl  dki jakarta series akan memasuki fase puncak pada november  ini tepatnya pada  november nanti final dbl seri dki jakarta akan dilangsungkan di indonesia arena sekaligus jadi gelaran basket resmi pertama di venue basket indoor terbesar dan termegah tersebut setelah fiba world cup  hanya empat tim terbaik dua putra dan dua putri yang berhak tampil pada momen puncak dan bersejarah di indonesia arena pada  november nanti posisi sebagai finalis itulah yang akan diperebutkan oleh  tim berstatus terbaik dari wilayah masingmasing region terdiri dari delapan tim putra dan delapan tim putri baca juga menpora umumkan final dbl dki jakarta digelar di indonesia arena  dari persaingan putri ada tim smak  penabur jakarta dan sma dian harapan jakarta yang berstatus champion dan runnerup west region seri jakarta barat lalu ada sma jubilee champion dan sma  pskd runnerup dari north  central region seri jakarta utara  pusat sman  jakarta champion dan sman  jakarta runnerup dari east region seri jakarta timur serta sman  jakarta champion dan sman  jakarta runnerup yang mewakili south region seri jakarta selatan sementara itu pesaing putra ada tim sma bukit sion champion dan sma ipeka puri yang mewakili west region seri jakarta barat sma jubilee champion dan sma kolese kanisius runnerup north  central region seri jakarta utara  pusat sman  jakarta champion dan sman  jakarta runnerup east region seri jakarta timur serta sma alizhar pondok labu champion dan sman  jakarta runnerup south region atau seri jakarta selatan  untuk bisa merebut tiket tampil pada final dbl seri dki jakarta di indonesia arena ke tim itu harus bersaing pada fase championship series terlebih dahulu yang dilangsungkan di gor soemantri brodjonegoro kuningan jakarta selatan pada  hingga  november baca juga  tahun honda dbl indonesia bergulir hasilkan atlet basket andal nasional ”selama sepekan ke depan kita akan menyaksikan persaingan yang kompetitif dari tim basket sekolah berstatus terbaik dari masingmasing wilayah sedki jakarta saya mengucapkan selamat bertanding kepada para studentathlete kebanggaan kami semua ucap lexyndo hakim ketua umum pengprov perbasi dki jakarta dalam keterangan pers yang diterima rabu  saya sudah tak sabar menantikan siapa yang akan mengukir sejarah merebut tiket tampil pada final party honda dbl  dki jakarta series di indonesia arena pada  november nanti” ujarnya pria yang akrab disapa lexy ini bangga karena pada musim  ini dbl seri dki jakarta mencatatkan pertumbuhan luar biasa dari jumlah peserta dan sekolah yang terlibat juga animo penonton yang meningkat drastis  ”kami perbasi dki jakarta dan dbl indonesia memiliki concern yang sama pada pembinaan khususnya di tingkat pelajar karena itu kami berkolaborasi secara intens untuk terus meningkatkan partisipasi agar dbl dapat menjangkau lebih banyak pelajar dan sekolah yang ikut berpartisipasi ujarnya baca juga dbl seri jakarta digelar upaya menjaring atlet basket potensial termasuk memikirkan bagaimana agar animo dari pertumbuhan yang luar biasa itu dapat ditampung hingga muncullah gagasan yang extra ordinary yakni menggelar babak puncak di indonesia arena kata pria yang juga pernah mengemban tugas selaku chief de mission cdm kontingen indonesia pada sea games  kamboja ini harapannya tentu setiap tahunnya terus muncul terobosan baru dan kegiatan terlaksana dengan lebih baik lagi tentu ini sebuah keberuntungan luar biasa bagi kami perbasi dki jakarta dan anak basket jakarta khususnya” katanya fase championship series gunakan sistem double elimination,Sports
kompascom  tinggal sepekan lagi timnas u indonesia bakal berlaga pada piala dunia u  bima sakti menegaskan bahwa ia tak memandang pemain berstatus bintang di skuad garuda muda indonesia akan menjadi tuan rumah piala dunia u  yang merupakan edisi ke dari turnamen sepak bola dunia level junior tersebut piala dunia u  bakal diselenggarakan di empat kota tanah air mulai  november sampai dengan  desember  empat venue yang akan menjadi arena piala dunia u  adalah jakarta indonesia stadium atau jis di jakarta stadion si jalak harupat bandung stadion manahan solo dan stadion gelora bung tomo surabaya baca juga daftar  pemain timnas u indonesia untuk piala dunia u  berdasarkan hasil undian babak penyisihan indonesia masuk grup a bersama ekuador panama dan maroko untuk menghadapi piala dunia u  bima sakti selaku pelatih timnas u indonesia telah memilih  pemain dari  pemain yang dipanggil bima arkhan kaka bisa disebut sebagai pemain yang sudah punya nama di belantika sepak bola nasional penyerang berusia  tahun milik persis solo itu sudah mengemas dua penampilan di liga  musim ini baca juga menerka kekuatan timnas u indonesia dan peserta grup a piala dunia u   selain arkhan juga ada iqbal gwijangge yang merupakan kapten tim di level u bima sakti juga memanggil dua pemain keturunan yang bermain di luar negeri yaitu welber jadrim sao paulobrasil dan amar brkic hoffenheimjerman meski begitu bima sakti menegaskan bahwa ia tak memandang ada pemain bintang di skuad timnas u indonesia bima menegaskan kekuatan utama garuda muda adalah kekompakan dan semangat kerja sama kekuatan kami terletak pada kekompakan jadi tidak ada pemain bintang meski ada pemain yang pernah bermain di divisi utama indonesia seperti arkhan kaka dan sulthan zaky kata bima dalam wawancara dengan fifa patokan kami adalah tim yang bekerja sama menyerang dan bertahan bersama imbuh mantan gelandang timnas indonesia tersebut baca juga jadwal timnas u indonesia di grup a piala dunia u  perdana vs ekuador timnas u indonesia akan memainkan lagalaga fase grup di stadion gelora bung tomo surabaya anak asuh bima sakti bakal memulai perjuangan di piala dunia u  dengan melawan ekuador jumat  malam wib,Sports
